,Time_Zone ,Date,Tweets_tag
1952, Central Africa Standard Time	,2020-04-17,"		RT @EmthonjeniWomen: If you suspect that you are in an abusive relationship, these are the signs to consider: â€¢feeling demeaned â€¢being threâ€¦	en	""[{'screen_name': 'emthonjeniwomen', 'name': """"emthonjeni women's forum"""", 'id': '766219626166493188'}]""	[]	[]	0	6	0	[]	[]	https://twitter.com/GBVnet/status/1251158737416450049	True	0	0					766219626166493188	""If you suspect that you are in an abusive relationship, these are the signs to consider:"
1953, Central Africa Standard Time	,2020-04-17,		RT @
1954, Central Africa Standard Time	,2020-04-16,"		Violence against women and girls thrives in cultures where victim-blaming is normalized, where men's violent behaviour is covered up/excused by family members and community elders, where women and girls are disenfranchised, and deprived of their agency and access to power.	en	[]	[]	[]	1	11	21	[]	[]	https://twitter.com/GBVnet/status/1250807238106779648	False	0	0								[]"
1955, Central Africa Standard Time	,2020-04-16,"		RT @EmmaRai5: Recognize the many complex, intersecting layers that create and perpetuate #GBV   #IntersectionalFeminism #ViolenceAgainstWomâ€¦	en	[{'screen_name': 'emmarai5', 'name': 'emma rai', 'id': '1249763208908308480'}]	[]	[]	0	2	0	['gbv', 'intersectionalfeminism']	[]	https://twitter.com/GBVnet/status/1250797792056029186	True	https://twitter.com/GBVnet/status/1250742278974562306	0					1249763208908308480	""Recognize the many complex, intersecting layers that create and perpetuate #GBV"
1956, Central Africa Standard Time	,2020-04-16,"		RT @EmmaRai5: Gender-based violence has increase significantly during this #COVID19 pandemic. Stand in #solidarity with the women and girlsâ€¦	en	[{'screen_name': 'emmarai5', 'name': 'emma rai', 'id': '1249763208908308480'}]	[]	[]	0	5	0	['covid19', 'solidarity']	[]	https://twitter.com/GBVnet/status/1250797753879363584	True	https://twitter.com/GBVnet/status/1249980748695732226	0					1249763208908308480	""Gender-based violence has increase significantly during this #COVID19 pandemic. Stand in #solidarity with the women and girls in your community, create networks of support and know that you are not alone."
1957, Central Africa Standard Time	,2020-04-16,"		RT @gbvafrica: â€œWe all have a role to play if we want to see real change.â€� -Christine Jaworsky #endgenderbasedviolence #lockdown #Covid-19â€¦	en	[{'screen_name': 'gbvafrica', 'name': 'the gbv project', 'id': '1083354314398187521'}]	[]	[]	0	12	0	['endgenderbasedviolence', 'lockdown', 'covid']	[]	https://twitter.com/GBVnet/status/1250797660333912064	True	0	0					1083354314398187521	""â€œWe all have a role to play if we want to see real change.â€� -Christine Jaworsky"
1958, Central Africa Standard Time	,2020-04-16,		RT @
1959, Central Africa Standard Time	,2020-04-16,"		Applying intersectional feminism to practice means ensuring that feminist activism and advocacy recognizes the various ways in which diverse females experience oppression and inequality. Learn more here:  https://t.co/3n0ZCHwbI5 #COFEMFeministPocketbook via @COFEM_EVAW  https://t.co/QgoVOdT1v6	en	[{'screen_name': 'cofem_evaw', 'name': 'we are cofem', 'id': '819024116267307008'}]	['http://bit.ly/FPBTS1']	['https://pbs.twimg.com/media/EVuHdmmWsAU7m8m.jpg']	0	10	18	['cofemfeministpocketbook']	[]	https://twitter.com/GBVnet/status/1250742278974562306	False	0	1	https://pbs.twimg.com/media/EVuHdmmWsAU7m8m.jpg							[]"
1960, Central Africa Standard Time	,2020-04-16,"		RT @GBVnet: Lockdowns exacerbate #VAW. Now more than ever, solidarity is required to support women and girls to survive the Covid19 pandemiâ€¦	en	[{'screen_name': 'gbvnet', 'name': 'gbv prevention net', 'id': '1577680016'}]	[]	[]	0	40	0	['vaw']	[]	https://twitter.com/GBVnet/status/1250729614340755456	True	0	0					1577680016	Lockdowns exacerbate #VAW. Now more than ever, solidarity is required to support women and girls to survive the Covid19 pandemic. One way you can show solidarity is by supporting a Mutual Aid "
1961, Central Africa Standard Time	,2020-04-16,"		RT @COFEM_EVAW: Rates and severity of domestic violence, including sexual and reproductive violence, are on the rise as lockdowns intensifyâ€¦	en	[{'screen_name': 'cofem_evaw', 'name': 'we are cofem', 'id': '819024116267307008'}]	[]	[]	0	20	0	[]	[]	https://twitter.com/GBVnet/status/1250729276816662528	True	0	0					819024116267307008	""Rates and severity of domestic violence, including sexual and reproductive violence, are on the rise as lockdowns intensify worldwide."
1962, Central Africa Standard Time	,2020-04-16,"		RT @ywli_info: Strengthening services for women and girls who have experienced violence includes expanding the capacity of shelters,includiâ€¦	en	[{'screen_name': 'ywli_info', 'name': 'ywli', 'id': '485553666'}]	[]	[]	0	7	0	[]	[]	https://twitter.com/GBVnet/status/1250729183841583104	True	0	0					485553666	Strengthening services for women and girls who have experienced violence includes expanding the capacity of shelters,including re-purposing other spaces, such as empty hotels,or education institutions, to accommodate quarantine needs.UN Women  @GBVnet @ajws @woman_kind @NFF2008	1250346781222694912	[]	2020-04-15 09:54:37 W. Central Africa Standard Time"
1963, Central Africa Standard Time	,2020-04-15,"		""""""The COVID-19 pandemic can have severe impacts on children directlyâ€”including increased risk of abuse, neglect, exploitation and violence, as well as the potential trauma (or fear) of losing loved ones to COVID-19"""" (via @RV_VAC)""	en	[{'screen_name': 'rv_vac', 'name': 'raising voices violence against children', 'id': '3305426033'}]	[]	[]	1	11	18	[]	[]	https://twitter.com/GBVnet/status/1250394861150318593	False	0	0								[]"
1964, Central Africa Standard Time	,2020-04-15,"		""RT @MAKEDAComms: """"The restrictions imposed in response to the COVID-19 pandemic are likely to make it harder for survivors to report abuseâ€¦""	en	[{'screen_name': 'makedacomms', 'name': 'makeda', 'id': '3197673561'}]	[]	[]	0	1	0	[]	[]	https://twitter.com/GBVnet/status/1250384869525504000	True	0	0					3197673561	""""""The restrictions imposed in response to the COVID-19 pandemic are likely to make it harder for survivors to report abuse and seek help and for service providers to respond efficiently"""". - @AgnesOdhiambo"
1965, Central Africa Standard Time	,2020-04-15,"		RT @BetSharon: Disaster relief often neglects the unique needs of women and girls. Address gendered impacts of #COVID19 outbreak. @UN_Womenâ€¦	en	[{'screen_name': 'betsharon', 'name': 'betty sharon', 'id': '879227731'}, {'screen_name': 'un_women', 'name': 'un women', 'id': '17137628'}]	[]	[]	0	7	0	['covid19']	[]	https://twitter.com/GBVnet/status/1250384754832216065	True	0	0					879227731	Disaster relief often neglects the unique needs of women and girls. Address gendered impacts of #COVID19 outbreak. @UN_Women @GlobalFundWomen @GBVnet @WHRDC25 @WHO @MOH_Kenya @NGECKenya @WHRDC25 @WicoZimbabwe @YoungWomenDest1 @Cwid4Cwid @WinnieBarawa @WomenDeliver @womendemocracy	1250384272285937665	[]	2020-04-15 12:23:36 W. Central Africa Standard Time"
1966, Central Africa Standard Time	,2020-04-15,"		RT @NFF2008: COVID-19 Response - Womenâ€™s Peace and Humanitarian Fund  https://t.co/4KFPNPMls7	en	[{'screen_name': 'nff2008', 'name': 'nigerianfeministforumðŸŒˆðŸ‡³ðŸ‡¬', 'id': '475632110'}]	['http://ow.ly/5Wj630qy00R']	[]	0	2	0	[]	[]	https://twitter.com/GBVnet/status/1250384617460416513	True	0	0					475632110	COVID-19 Response - Womenâ€™s Peace and Humanitarian Fund https://t.co/4KFPNPMls7	1250382602990768128	[]	2020-04-15 12:16:58 W. Central Africa Standard Time"
1967, Central Africa Standard Time	,2020-04-15,"		Please sign this petition by @FIDA_Uganda calling upon the Uganda Government to integrate measures to address Violence against Women and Children into their response to COVID-19.    https://t.co/SJUrRbv2Ih	en	[{'screen_name': 'fida_uganda', 'name': 'fida uganda', 'id': '2596145852'}]	['https://secure.avaaz.org/en/community_petitions/uganda_government__prioritise_domestic_violence_in_ugandas_covid19_response/?wAIAhqb&utm_source=sharetools&utm_medium=twitter&utm_campaign=petition-952365-prioritise_domestic_violence_in_ugandas_covid19_response&utm_term=AIAhqb%2Ben']	[]	0	4	6	[]	[]	https://twitter.com/GBVnet/status/1250369994262790145	False	0	0								[]"
1968, Central Africa Standard Time	,2020-04-15,"		RT @ywli_info: Compounded economic impacts are felt especially by young women who are generally earning less, saving less and holding insecâ€¦	en	[{'screen_name': 'ywli_info', 'name': 'ywli', 'id': '485553666'}]	[]	[]	0	5	0	[]	[]	https://twitter.com/GBVnet/status/1250368466701488128	True	0	0					485553666	Compounded economic impacts are felt especially by young women who are generally earning less, saving less and holding insecure jobs or living close to poverty. @StrongAdvocacy  @GBVnet @NFF2008 @Oxfam  @hivos @UAFAfrica @SwedeninKE  @Canada @EUCouncilPress @MarthaKarua #COVID19 https://t.co/brAeHxVWn3	1250052892159074305	[]	2020-04-14 14:26:49 W. Central Africa Standard Time"
1969, Central Africa Standard Time	,2020-04-15,"		RT @EmthonjeniWomen: Are you a female victim of domestic violence? Contact us in confidence for help on +263 77586 4301 +263 77295 0874. Ifâ€¦	en	""[{'screen_name': 'emthonjeniwomen', 'name': """"emthonjeni women's forum"""", 'id': '766219626166493188'}]""	[]	[]	0	18	0	[]	[]	https://twitter.com/GBVnet/status/1250368424523501568	True	0	0					766219626166493188	Are you a female victim of domestic violence? Contact us in confidence for help on +263 77586 4301 +263 77295 0874. If you have insufficient airtime our counselors will phone you back. @GBVnet @citezw @SwedeninZW @HealZim @speak_campaign @awdf01	1250072878198009857	[]	2020-04-14 15:46:14 W. Central Africa Standard Time"
1970, Central Africa Standard Time	,2020-04-15,"		RT @MelissaUNWomen: Solidarity, mutual aid networks, peer support groups, and the like are a huge help for communities like ours focused onâ€¦	en	[{'screen_name': 'melissaunwomen', 'name': 'melissa alvarado', 'id': '850176190014935041'}]	[]	[]	0	1	0	[]	[]	https://twitter.com/GBVnet/status/1250368379812184065	True	https://twitter.com/GBVnet/status/1249980748695732226	0					850176190014935041	Solidarity, mutual aid networks, peer support groups, and the like are a huge help for communities like ours focused on #endingVAW during #COVID	1250106611743391744	[]	2020-04-14 18:00:16 W. Central Africa Standard Time"
1971, Central Africa Standard Time	,2020-04-15,"		RT @wunpini_fm: In my first journal article this year, I examine the way that anti-feminist campaigns co-opt feminist language and strategiâ€¦	en	[{'screen_name': 'wunpini_fm', 'name': 'wunpini f. mohammed, ph.d.', 'id': '460255655'}]	[]	[]	0	150	0	[]	[]	https://twitter.com/GBVnet/status/1250368290892984321	True	0	0					460255655	""In my first journal article this year, I examine the way that anti-feminist campaigns co-opt feminist language and strategies to uphold the patriarchy."
1972, Central Africa Standard Time	,2020-04-15,"		RT @EmthonjeniWomen: Are you a female victim of domestic violence? Contact us in confidence for help.  https://t.co/g7jCuooZz4	en	""[{'screen_name': 'emthonjeniwomen', 'name': """"emthonjeni women's forum"""", 'id': '766219626166493188'}]""	[]	['https://pbs.twimg.com/media/EVogWgsUwAAENaz.jpg']	0	10	0	[]	[]	https://twitter.com/GBVnet/status/1250368039943655424	True	0	1	https://pbs.twimg.com/media/EVogWgsUwAAENaz.jpg				766219626166493188	Are you a female victim of domestic violence? Contact us in confidence for help. https://t.co/g7jCuooZz4	1250350127966900226	[]	2020-04-15 10:07:55 W. Central Africa Standard Time"
1973, Central Africa Standard Time	,2020-04-15,"		RT @mentallyawareug: Coping during #COVID19UG #mentalhealth Focus on things you can control. Let go of those you can not. #mindfulconversatâ€¦	en	[{'screen_name': 'mentallyawareug', 'name': '#mindfulconversations', 'id': '1138749826127020033'}]	[]	[]	0	13	0	['covid19ug', 'mentalhealth']	[]	https://twitter.com/GBVnet/status/1250367947492732932	True	0	0					1138749826127020033	""Coping during #COVID19UG #mentalhealth"
1974, Central Africa Standard Time	,2020-04-14,"		""Patriarchy dictates to women &amp;  girls how they should perform femininity, and punishes those who don't conform.   """"Being a woman"""" shouldn't mean having to live in fear, or worry about safety. It doesn't mean that women and girls should endure discrimination &amp; violence. #EndVAW""	en	[]	[]	[]	0	22	42	['endvaw']	[]	https://twitter.com/GBVnet/status/1250108744073175046	False	0	0								[]"
1975, Central Africa Standard Time	,2020-04-14,"		RT @uwonet: During crises, it is easy for adolescent girls to become invisible. But experiences with Ebola showed; quarantines &amp; school cloâ€¦	en	""[{'screen_name': 'uwonet', 'name': """"uganda women's network"""", 'id': '304873807'}]""	[]	[]	0	9	0	[]	[]	https://twitter.com/GBVnet/status/1250046787517329409	True	0	0					304873807	During crises, it is easy for adolescent girls to become invisible. But experiences with Ebola showed; quarantines &amp; school closures intensify their vulnerability to #SGBV, resulting in life threatening pregnancies. And, food &amp; economic insecurities drive forced child marriages. https://t.co/FX1zCGmVmE	1250026254696361985	[]	2020-04-14 12:40:58 W. Central Africa Standard Time"
1976, Central Africa Standard Time	,2020-04-14,"		RT @uwonet: Prior to #COVID19 Gender based violence had reached pandemic levels. Ignoring it now only condemns women and girls to more suffâ€¦	en	""[{'screen_name': 'uwonet', 'name': """"uganda women's network"""", 'id': '304873807'}]""	[]	[]	0	22	0	['covid19']	[]	https://twitter.com/GBVnet/status/1250046750448128000	True	0	0					304873807	Prior to #COVID19 Gender based violence had reached pandemic levels. Ignoring it now only condemns women and girls to more suffering. As a matter of urgency, @GovUganda needs to mainstream GBV prevention, mitigation and response in all national #COVID19 interventions. https://t.co/qRNE0jFFbX	1250031626278576129	[]	2020-04-14 13:02:18 W. Central Africa Standard Time"
1977, Central Africa Standard Time	,2020-04-14,"		- @WoMin2015 has developed a COVID-19 Resource Pack for activists, communities &amp; organisations containing links to practical tools &amp; infographics that help to explain COVID19 and provide critical perspectives for activist organising and social justice.  https://t.co/a5Likxo2S3  https://t.co/unMlQ5WwsE	en	[]	['https://womin.org.za/resource-library/an-activist%E2%80%99s-covid-19-resources-pack.html']	['https://pbs.twimg.com/media/EVj7h0JWsAEmmB8.png']	1	4	5	[]	[]	https://twitter.com/GBVnet/status/1250025522714853378	False	0	1	https://pbs.twimg.com/media/EVj7h0JWsAEmmB8.png							[]"
1978, Central Africa Standard Time	,2020-04-14,"		""RT @woman_kind: """"#COVID-19 has impacted us all, but most of the decisions taken are by men and the voices we hear are often male., Yet, theâ€¦""	en	[{'screen_name': 'woman_kind', 'name': 'womankind worldwide', 'id': '38401173'}]	[]	[]	0	24	0	['covid']	[]	https://twitter.com/GBVnet/status/1250003526945845249	True	0	0					38401173	""""""#COVID-19 has impacted us all, but most of the decisions taken are by men and the voices we hear are often male., Yet, the majority of front-line health workers are women."""" Here @UN_Women bring the voices of women  on the front line to the fore"
1979, Central Africa Standard Time	,2020-04-14,"		RT @EmthonjeniWomen: In the wake of #COVID19, gender based violence cases have increased. Gender based violence does not end during crisis,â€¦	en	""[{'screen_name': 'emthonjeniwomen', 'name': """"emthonjeni women's forum"""", 'id': '766219626166493188'}]""	[]	[]	0	5	0	['covid19']	[]	https://twitter.com/GBVnet/status/1250003139878584320	True	0	0					766219626166493188	In the wake of #COVID19, gender based violence cases have increased. Gender based violence does not end during crisis, let us not ignore the plight of victims. Lets assist our fellow women. @GBVnet @wildtrustzim @speak_campaign @AmakhosikaziFM	1249991008907116545	[]	2020-04-14 10:20:54 W. Central Africa Standard Time"
1980, Central Africa Standard Time	,2020-04-14,"		Lockdowns exacerbate #VAW. Now more than ever, solidarity is required to support women and girls to survive the Covid19 pandemic. One way you can show solidarity is by supporting a Mutual Aid "
1981, Central Africa Standard Time	,2020-04-14,"		RT @GBVnet: We can protect ourselves &amp; our communities from #COVID19 when we act in #solidarity. By observing social distancing rules, washâ€¦	en	[{'screen_name': 'gbvnet', 'name': 'gbv prevention net', 'id': '1577680016'}]	[]	[]	0	7	0	['covid19', 'solidarity']	[]	https://twitter.com/GBVnet/status/1249977741384056832	True	0	0					1577680016	We can protect ourselves &amp; our communities from #COVID19 when we act in #solidarity. By observing social distancing rules, washing our hands regularly, supporting neighbours in need with money/essential supplies etc, we can reduce the spread of the virus &amp; our risk of infection. https://t.co/QP9jdFq7xG	1245300565799813120	[]	2020-04-01 11:42:46 W. Central Africa Standard Time"
1982, Central Africa Standard Time	,2020-04-14,"		RT @ywli_info: What makes #FeministLeadership different from other forms of leadership is that it's transformational with a passion for jusâ€¦	en	[{'screen_name': 'ywli_info', 'name': 'ywli', 'id': '485553666'}]	[]	[]	0	12	0	['feministleadership']	[]	https://twitter.com/GBVnet/status/1249974284518338560	True	0	0					485553666	What makes #FeministLeadership different from other forms of leadership is that it's transformational with a passion for justice, a commitment to change things beginning with oneself. #TuesdayThouhts @NFF2008 @FemnetProg @ajws @UAFAfrica @UzalendoI @RadFemskisumu @oeditar https://t.co/wlZziGTpPd	1249957288321957889	[]	2020-04-14 08:06:55 W. Central Africa Standard Time"
1983, Central Africa Standard Time	,2020-04-09,"		RT @gbvafrica: Here are some measures that can be taken to prevent domestic violence in this coronavirus lockdown.  #Thread #lockdown #coviâ€¦	en	[{'screen_name': 'gbvafrica', 'name': 'the gbv project', 'id': '1083354314398187521'}]	[]	[]	0	5	0	['thread', 'lockdown']	[]	https://twitter.com/GBVnet/status/1248280129840852995	True	0	0					1083354314398187521	""Here are some measures that can be taken to prevent domestic violence in this coronavirus lockdown."
1984, Central Africa Standard Time	,2020-04-09,"		RT @TaranaBurke: I went back and forth about talking about this but my partner has Covid and the last two weeks of my life have been some oâ€¦	en	[{'screen_name': 'taranaburke', 'name': 'tarana', 'id': '16863340'}]	[]	[]	0	14135	0	[]	[]	https://twitter.com/GBVnet/status/1248277376892645382	True	0	0					16863340	I went back and forth about talking about this but my partner has Covid and the last two weeks of my life have been some of the scariest. The reason why Iâ€™m sharing is because Iâ€™ve read so much information but the most informative has been first person accounts of folks with it.	1248255554398674944	[]	2020-04-09 15:24:50 W. Central Africa Standard Time"
1985, Central Africa Standard Time	,2020-04-09,"		RT @covaw: 'As we #StayAtHome, let's not be silent as silence breeds ground for violations including #FGC. Speak against all forms of GBV,â€¦	en	[{'screen_name': 'covaw', 'name': 'covaw', 'id': '115291890'}]	[]	[]	0	7	0	['stayathome', 'fgc']	[]	https://twitter.com/GBVnet/status/1248276515256762368	True	0	0					115291890	""'As we #StayAtHome, let's not be silent as silence breeds ground for violations including #FGC. Speak against all forms of GBV, report it!' Millicent Naimodu-Community Activist Oerata Village, #Narok County"
1986, Central Africa Standard Time	,2020-04-09,"		""RT @awdf01: """"Generalised catastrophe may well be the â€œnew normalâ€� for the privileged, but it has been the backdrop of African womenâ€™s organâ€¦""	en	""[{'screen_name': 'awdf01', 'name': """"african women's development fund"""", 'id': '24703416'}]""	[]	[]	0	13	0	[]	[]	https://twitter.com/GBVnet/status/1248276486743822337	True	0	0					24703416	""""""Generalised catastrophe may well be the â€œnew normalâ€� for the privileged, but it has been the backdrop of African womenâ€™s organising for generationsâ€�."
1987, Central Africa Standard Time	,2020-04-09,"		RT @COFEM_EVAW: Women under #COVID19 lockdown are facing violence where they should feel safestâ€”in their own homes.   Governments must inclâ€¦	en	[{'screen_name': 'cofem_evaw', 'name': 'we are cofem', 'id': '819024116267307008'}]	[]	[]	0	4	0	['covid19']	[]	https://twitter.com/GBVnet/status/1248276402652303360	True	0	0					819024116267307008	""Women under #COVID19 lockdown are facing violence where they should feel safestâ€”in their own homes."
1988, Central Africa Standard Time	,2020-04-09,"		With the Easter long weekend around the corner, we're reminding everyone to stay home and take care of their mental, emotional, and physical well-being. We would like to check in with our community, what are some of the ways you are taking care of yourself? Please share with us.  https://t.co/VBlW6pGZTN	en	[]	[]	['https://pbs.twimg.com/media/EVJ7bJNVAAAk1Me.png']	0	10	10	[]	[]	https://twitter.com/GBVnet/status/1248196547306799105	False	0	1	https://pbs.twimg.com/media/EVJ7bJNVAAAk1Me.png							[]"
1989, Central Africa Standard Time	,2020-04-09,"		RT @BetSharon: Intimate Partner Violence is perpetuated by gender inequality &amp; traditional gender norms that view women &amp; girls as unequalâ€¦	en	[{'screen_name': 'betsharon', 'name': 'betty sharon', 'id': '879227731'}]	[]	[]	0	3	0	[]	[]	https://twitter.com/GBVnet/status/1248194494916329472	True	0	0					879227731	Intimate Partner Violence is perpetuated by gender inequality &amp; traditional gender norms that view women &amp; girls as unequal in status to men. Women r more likely 2 experience IPV during #COVID19Lockdown or cession #PwaniGBV"
1990, Central Africa Standard Time	,2020-04-08,"		When speaking about violence against women, it is helpful to use language that acknowledges the crime committed against a woman while also recognising her agency and life beyond violence. We should be deliberate about using words that encourage safety &amp; respect for women.	en	[]	[]	[]	2	21	50	[]	[]	https://twitter.com/GBVnet/status/1247908864214937601	False	0	0								[]"
1991, Central Africa Standard Time	,2020-04-08,"		RT @chooselove: This crisis has shown we have a shared humanity that goes far beyond race and religion, walls and borders. Whether reachingâ€¦	en	[{'screen_name': 'chooselove', 'name': 'choose love', 'id': '4099048259'}]	[]	[]	0	15	0	[]	[]	https://twitter.com/GBVnet/status/1247907990461710337	True	0	0					4099048259	""This crisis has shown we have a shared humanity that goes far beyond race and religion, walls and borders. Whether reaching out to neighbours, volunteering or helping further afield, your incredible kindness, compassion and solidarity is keeping us going."
1992, Central Africa Standard Time	,2020-04-08,"		RT @MakeWomenCount: Remember to take time to take care of yourself. Your feelings are valid, and everyone deserves self-care and love. ðŸ’— htâ€¦	en	[{'screen_name': 'makewomencount', 'name': 'makeeverywomancount', 'id': '316345697'}]	[]	[]	0	2	0	[]	[]	https://twitter.com/GBVnet/status/1247907888217063424	True	https://twitter.com/unwomenafrica/status/1247450319044390913	0					316345697	Remember to take time to take care of yourself. Your feelings are valid, and everyone deserves self-care and love. ðŸ’—	1247893689831059457	[]	2020-04-08 15:26:55 W. Central Africa Standard Time"
1993, Central Africa Standard Time	,2020-04-08,"		Lockdowns and self-isolation brought by the #COVID19 pandemic have severe impacts on the physical safety of women and girls. Governments &amp; policymakers must make essential services such as hotlines, shelters, rape crisis centres, etc available locally for at-risk women and girls.  https://t.co/Tu1kaoARRZ	en	[]	[]	['https://pbs.twimg.com/media/EVFomJnUUAA_T8M.jpg']	1	25	41	['covid19']	[]	https://twitter.com/GBVnet/status/1247896701131603971	False	0	1	https://pbs.twimg.com/media/EVFomJnUUAA_T8M.jpg							[]"
1994, Central Africa Standard Time	,2020-04-08,"		RT @GBVnet: In this global pandemic, working from home could pose safety and security challenges for activists and organizations working toâ€¦	en	[{'screen_name': 'gbvnet', 'name': 'gbv prevention net', 'id': '1577680016'}]	[]	[]	0	6	0	[]	[]	https://twitter.com/GBVnet/status/1247834373497421825	True	0	0					1577680016	""In this global pandemic, working from home could pose safety and security challenges for activists and organizations working to end violence against women. @FrontLineHRD shares some insightful tips for physical, emotional and digital protection."
1995, Central Africa Standard Time	,2020-04-08,"		RT @GBVnet: Working to dismantle gender inequality and patriarchal systems of power is the only way to guarantee safety for ALL women and gâ€¦	en	[{'screen_name': 'gbvnet', 'name': 'gbv prevention net', 'id': '1577680016'}]	[]	[]	0	16	0	[]	[]	https://twitter.com/GBVnet/status/1247834306304671745	True	0	0					1577680016	Working to dismantle gender inequality and patriarchal systems of power is the only way to guarantee safety for ALL women and girls. Structural violence is gendered and privilege cannot protect women from this violence. #EndVAW #DismantlePatriarchy	1247552444936183808	[]	2020-04-07 16:50:55 W. Central Africa Standard Time"
1996, Central Africa Standard Time	,2020-04-08,"		RT @jenniewtw: Education for girls is one of the best development investments one can make, having a positive impact on a number of areas.â€¦	en	[{'screen_name': 'jenniewtw', 'name': 'jennifer', 'id': '1189160594739531776'}]	[]	[]	0	2	0	[]	[]	https://twitter.com/GBVnet/status/1247833642635866112	True	0	0					1189160594739531776	""Education for girls is one of the best development investments one can make, having a positive impact on a number of areas. It promotes health and welfare for the next generation, and can help reduce poverty and slow down population growth.  #ArudiShule"
1997, Central Africa Standard Time	,2020-04-07,"		Working to dismantle gender inequality and patriarchal systems of power is the only way to guarantee safety for ALL women and girls. Structural violence is gendered and privilege cannot protect women from this violence. #EndVAW #DismantlePatriarchy	en	[]	[]	[]	0	16	32	['endvaw', 'dismantlepatriarchy']	[]	https://twitter.com/GBVnet/status/1247552444936183808	False	0	0								[]"
1998, Central Africa Standard Time	,2020-04-07,"		RT @EmthonjeniWomen: Respecting women's rights begins at home. @GBVnet @speak_campaign @SwedeninZW @SWRGNZim @wildtrustzim @unwomenzw @WCOZâ€¦	en	""[{'screen_name': 'emthonjeniwomen', 'name': """"emthonjeni women's forum"""", 'id': '766219626166493188'}, {'screen_name': 'gbvnet', 'name': 'gbv prevention net', 'id': '1577680016'}, {'screen_name': 'speak_campaign', 'name': 'speakout campaign', 'id': '1189196850387210240'}, {'screen_name': 'swedeninzw', 'name': 'sweden in zimbabwe ðŸ‡¸ðŸ‡ª', 'id': '1220796002'}, {'screen_name': 'swrgnzim', 'name': 'swrgn', 'id': '4404405316'}, {'screen_name': 'wildtrustzim', 'name': 'wildtrustzim', 'id': '1245508902'}, {'screen_name': 'unwomenzw', 'name': 'un women zimbabwe', 'id': '1166104911546933248'}]""	[]	[]	0	1	0	[]	[]	https://twitter.com/GBVnet/status/1247549575709286404	True	0	0					766219626166493188	Respecting women's rights begins at home. @GBVnet @speak_campaign @SwedeninZW @SWRGNZim @wildtrustzim @unwomenzw @WCOZIMBABWE @ZimWomenLawyers	1247537862171475975	[]	2020-04-07 15:52:59 W. Central Africa Standard Time"
1999, Central Africa Standard Time	,2020-04-07,"		RT @uwonet: How many more women do we need to lose before we acknowledge something needs to be done?  We reiterate the urgent need to mainsâ€¦	en	""[{'screen_name': 'uwonet', 'name': """"uganda women's network"""", 'id': '304873807'}]""	[]	[]	0	30	0	[]	[]	https://twitter.com/GBVnet/status/1247549480557326341	True	0	0					304873807	""How many more women do we need to lose before we acknowledge something needs to be done?"
2000, Central Africa Standard Time	,2020-04-07,"		In this global pandemic, working from home could pose safety and security challenges for activists and organizations working to end violence against women. @FrontLineHRD shares some insightful tips for physical, emotional and digital protection.    https://t.co/ecW8q0iX7n	en	[{'screen_name': 'frontlinehrd', 'name': 'front line defenders', 'id': '189087349'}]	['https://www.frontlinedefenders.org/en/statement-report/physical-emotional-and-digital-protection-while-using-home-office-times-covid-19']	[]	1	6	9	[]	[]	https://twitter.com/GBVnet/status/1247516432562368514	False	0	0								[]"
2001, Central Africa Standard Time	,2020-04-07,"		RT @MakeWomenCount: #ThankYou  https://t.co/pMBp01SAYf	und	[{'screen_name': 'makewomencount', 'name': 'makeeverywomancount', 'id': '316345697'}]	[]	[]	0	1	0	['thankyou']	[]	https://twitter.com/GBVnet/status/1247514170523860992	True	https://twitter.com/GBVnet/status/1247472840070385665	0					316345697	#ThankYou	1247513761168138240	[]	2020-04-07 14:17:13 W. Central Africa Standard Time"
2002, Central Africa Standard Time	,2020-04-07,"		RT @NFF2008: The NFF is seeking to engage a female Consultant with research and film making skills.  See details below.   https://t.co/0BW28â€¦	en	[{'screen_name': 'nff2008', 'name': 'nigerianfeministforumðŸŒˆðŸ‡³ðŸ‡¬', 'id': '475632110'}]	[]	[]	0	6	0	[]	[]	https://twitter.com/GBVnet/status/1247509439386697729	True	0	0					475632110	""The NFF is seeking to engage a female Consultant with research and film making skills."
2003, Central Africa Standard Time	,2020-04-07,"		RT @MAKEDAComms: In anticipation of AWID Forum in January 2021, @AWID is seeking contributions in the form of articles, reviews, artwork, pâ€¦	en	[{'screen_name': 'makedacomms', 'name': 'makeda', 'id': '3197673561'}, {'screen_name': 'awid', 'name': 'awid', 'id': '16027225'}]	[]	[]	0	10	0	[]	[]	https://twitter.com/GBVnet/status/1247475590904586241	True	0	0					3197673561	""In anticipation of AWID Forum in January 2021, @AWID is seeking contributions in the form of articles, reviews, artwork, photography, profiles/ features etc for an online magazine that documents #FeministRealities."
2004, Central Africa Standard Time	,2020-04-07,"		Health workers are at the frontline of COVID-19 response providing treatment &amp; care to infected people. We can support and show appreciation for them by following public health advice instead of spreading conspiracy theories about the coronavirus. #WorldHealthDay #EndVAW  https://t.co/yipdttlbbY	en	[]	[]	['https://pbs.twimg.com/media/EU_pD9NXQAIDaxm.jpg']	0	17	30	['worldhealthday', 'endvaw']	[]	https://twitter.com/GBVnet/status/1247472840070385665	False	0	1	https://pbs.twimg.com/media/EU_pD9NXQAIDaxm.jpg							[]"
2005, Central Africa Standard Time	,2020-04-07,		RT @
