,Unnamed: 0,Country,Title,Year,Form of Violence,Full_Text,Brief_Description,Source of Info,Full_Text_Language,Country_Official_Spoken_Language,Type_of_Measures_1,Type_of_Measures_2,Population(2020),Yearly_Change,Net_Change,Density(P/Km),Land Area(Km),Migrants(net),Fert_Rate,Med_Age,UrbanPop %,WorldShare,Region,Income group,Rank_2020,Lower or single House Elections_2020,Lower or single House Seats_2020,Lower or single House Women_2020,Lower or single House % of Women_2020,Upper chamber Elections_2020,Upper chamber Seats_2020,Upper chamber Women_2020,Upper chamber % of Women_2020
263,263,Madagascar,Etude sur l’Exploitation Sexuelle des Enfants dans les Villes de NOSYBE et TAMATAVE,2000 - 2001,Sexual violence,"Les Ministère de la Population, du Tourisme et du Travail et des Lois Sociales ont menés uen étude sur l'exploitation des enfants. Ils ont suivis 250 enfants de moins de 18 ans livrés à la prostitution ainsi que 500 jeunes filles de 10 à 17 ans, et 350 parents de jeunes filles. La méthode utilisée était un travail exploratoire mené dans les sites de Nosybe et Tamatave.",,Response of the Government of Madagascar to the Questionnaire on the Global Database on Violence against Women 2017,,French,Research and statistical data ,  Violence against children survey,"27,691,018",2.68%,"721,711",48,"581,795","-1,500",4.1,20,39%,0.36%,Sub-Saharan Africa,Low income,134.0,5.2019,151,24,15.9,12.2015,62,12,19.4
264,264,Madagascar,Etude sur l’Exploitation Sexuelle des Enfants dans les Villes de NOSYBE et TAMATAVE,2000 - 2001,Sexual violence,"Les Ministère de la Population, du Tourisme et du Travail et des Lois Sociales ont menés uen étude sur l'exploitation des enfants. Ils ont suivis 250 enfants de moins de 18 ans livrés à la prostitution ainsi que 500 jeunes filles de 10 à 17 ans, et 350 parents de jeunes filles. La méthode utilisée était un travail exploratoire mené dans les sites de Nosybe et Tamatave.",,Response of the Government of Madagascar to the Questionnaire on the Global Database on Violence against Women 2017,French,French,Research and statistical data ,  Violence against children survey,"27,691,018",2.68%,"721,711",48,"581,795","-1,500",4.1,20,39%,0.36%,Sub-Saharan Africa,Low income,134.0,5.2019,151,24,15.9,12.2015,62,12,19.4
265,265,Guinea-Bissau,The National Committee to Combat Harmful Practices,,Other harmful practices,"The Government of Guinea Bissau  sponsored the creation of the National Committee to Combat Harmful Practices with the effort of combating practices that affect, in particular, the health of women and children, and more specifically genital mutilation and early forced marriage.",,CEDAW/C/GNB/6 para 112,English,Portugese,Institutional mechanisms,,"1,968,001",2.45%,"47,079",70,"28,120","-1,399",4.5,19,45%,0.03%,Sub-Saharan Africa,Low income,147.0,3.2019,102,14,13.7,-,-,-,-
266,266,Guinea-Bissau,Data from the Emergency Wards of Sima Mendes National Hospital,2006,Domestic violence Intimate partner violence,"The data provided by the emergency wards of Sima Mendes National Hospital in 2006 include 927 cases of physical aggression committed within a space of six months (from June to December). Questions were addressed to women aged from 15 to 49 years whose husbands might strike them or beat them, for the purpose of evaluating their attitude regarding the various reasons for the violence. The results show that 51.5% of the woman approached thought that their spouses/partners could beat them for any reason mentioned in the questionnaire. This percentage is higher in the South province, where 63.4% of the women surveyed (as opposed to 47.0% in the North province and 51.9% in the Autonomous Sector of Bissau (SAB)) think that way. This attitude towards violence undergone by women is the same regardless of the area in which they live (51.1% in rural areas and 52.0% in urban areas). All this leads one to say that being the target of violent acts by their husbands or partners is not viewed as a scourge, but as an innate right founded on customary law.
On the other hand, the younger the woman is the less likely she is to accept this form of violence. More than half of women aged 20 years or more think that a husband has the right to strike his wife, whereas only 41.3% of women aged from 15 to 19 years find it normal for a husband to beat his wife under the same conditions. Marital status also affects women's attitudes. Married life tends to render women more receptive to male violence. Indeed, unmarried women are more likely to reject this idea: less than 40% of them think that husbands/partners have the right to beat their wives. This percentage becomes 45.2% for women who have been married or lived in a union and 57.2% for those currently married or living in a union. A similar effect can be observed with respect to the level of education: 41.0% of women who have reached the secondary level or higher find it acceptable that husbands should beat their wives as against 47.9% of for the primary-school level and 55.7% in the case of women who have received no education. The standard of living of the group has virtually no effect on the woman's attitude towards marital violence: 50.4% of women in the richest groups find it normal for a husband to strike his wife, as opposed to 52.2% in the poorest groups.",,"CEDAW/C/GNB/6, p. 34 & 35; CEDAW/C/GNB/6 para 105 - 106",English,Portugese,Administrative data ,  Health,"1,968,001",2.45%,"47,079",70,"28,120","-1,399",4.5,19,45%,0.03%,Sub-Saharan Africa,Low income,147.0,3.2019,102,14,13.7,-,-,-,-
267,267,Guinea-Bissau,Training of Officers to Combat Human Trafficking,,Trafficking,"Through the Institute for Women and Children, the Government initiated actions for training police officers, border guards, and NGOs to act more appropriately in the fight against human trafficking, with a strong emphasis on combatting violence against children.",,CEDAW/C/GNB/6 para 117,English,Portugese,Police ,  Training,"1,968,001",2.45%,"47,079",70,"28,120","-1,399",4.5,19,45%,0.03%,Sub-Saharan Africa,Low income,147.0,3.2019,102,14,13.7,-,-,-,-
268,268,Guinea-Bissau,National Action Plan on UN Security Council Resolution 1325,2010,Sexual violence,The Parliament of Guinea-Bissau adopted the National Action Plan on UN Security Council Resolution 1325  in March 2010.,National Action Plan on UN Security Council Resolution 1325,Instituto da Mulher e Criança (IMC),,Portugese,Policies ,  Inclusion of violence against women in other national plan strategy,"1,968,001",2.45%,"47,079",70,"28,120","-1,399",4.5,19,45%,0.03%,Sub-Saharan Africa,Low income,147.0,3.2019,102,14,13.7,-,-,-,-
269,269,Guinea-Bissau,National Action Plan on UN Security Council Resolution 1325,2010,Sexual violence,The Parliament of Guinea-Bissau adopted the National Action Plan on UN Security Council Resolution 1325  in March 2010.,National Action Plan on UN Security Council Resolution 1325,Instituto da Mulher e Criança (IMC),English,Portugese,Policies ,  Inclusion of violence against women in other national plan strategy,"1,968,001",2.45%,"47,079",70,"28,120","-1,399",4.5,19,45%,0.03%,Sub-Saharan Africa,Low income,147.0,3.2019,102,14,13.7,-,-,-,-
270,270,Senegal,Provisions against Forced Marriage,,Child early and forced marriage,"Forced marriage is prohibited and punishable under the terms established by law (Constitution, article 19). Article 103 of the Family Code states that “each fiancé must freely give his or her consent to the engagement, regardless of the parental consent required for minors”. The absence of consent is grounds for annulling the marriage (articles 138 to 145 of the Family Code).
 

 
This requirement to choose one’s spouse freely is confirmed by the Family Code under article 138, which provides that vitiated consent, resulting from a misunderstanding or violence, is grounds for the annulment of the marriage. In addition, article 141 also provides that lack of consent renders the marriage absolutely null and void.  The failure of one of the spouses to give his or her consent renders the marriage absolutely null and void (article 142, paragraph 1). Lastly, criminal penalties are in place to punish forced marriage.",,CEDAW/C/SEN/3-7 para. 144 and Point 16.,English,French,Violence against women ,"  Constitutional provision, Other relevant laws ,  Family law","16,743,927",2.75%,"447,563",87,"192,530","-20,000",4.7,19,49%,0.21%,Sub-Saharan Africa,Lower middle income,15.0,7.2017,165,71,43,-,-,-,-
271,271,Senegal,Child Protection Unit within the Ministry of the Interior (Special procedures for dealing with child victims of sexual abuse),,Sexual violence,"A child protection unit within the Ministry of the Interior handles cases involving child victims of sexual abuse, taking into account the specific needs and interests of the child. The officers of this unit are given specific training on how to deal with and provide aftercare to minors. Hearings involving child victims of sexual abuse or any other form of violence are held in camera to prevent further trauma and victimization.",,CEDAW/C/SEN/3-7 para. 52,English,French,Institutional mechanisms,,"16,743,927",2.75%,"447,563",87,"192,530","-20,000",4.7,19,49%,0.21%,Sub-Saharan Africa,Lower middle income,15.0,7.2017,165,71,43,-,-,-,-
272,272,Senegal,"Plan National D’action De Lutte Contre La Traite Des Personnes, En Particulier Des Femmes Et Des Enfants Au Sénégal",2008 - 2013,Trafficking,"Le Plan national d’action de lutte contre la traite des personnes, en particulier des femmes et des enfants au Sénégal (2008-2013) se trouve aux p. 42 à 51 du document attaché ci-dessous.","Plan National D’action De Lutte Contre La Traite Des Personnes, En Particulier Des Femmes Et Des Enfants Au Sénégal",Ministère de la Justice du Sénégal,French,French,Policies ,  National action plan specific to violence against women,"16,743,927",2.75%,"447,563",87,"192,530","-20,000",4.7,19,49%,0.21%,Sub-Saharan Africa,Lower middle income,15.0,7.2017,165,71,43,-,-,-,-
273,273,Senegal,Loi N° 2005-06 Relative À La Lutte Contre La Traite Des Personnes Et Pratiques Assimilées Et À La Protection Des Victimes,2005,Trafficking,"Des explications détaillées sur la loi 2005-06 sont fournies dans le Plan national d'action de lutte contre la traite des personnes, en particulier des femmes et des enfants au Sénégal (2008-2013) aux p. 10-12.",Loi N° 2005-06 Relative À La Lutte Contre La Traite Des Personnes Et Pratiques Assimilées Et À La Protection Des Victimes,Journal Officiel du Sénégal,French,French,Violence against women ,  Legislation,"16,743,927",2.75%,"447,563",87,"192,530","-20,000",4.7,19,49%,0.21%,Sub-Saharan Africa,Lower middle income,15.0,7.2017,165,71,43,-,-,-,-
274,274,Senegal,Act No. 2005-05 of 29 April 2005 on Human Trafficking,2005,Trafficking,Act No. 2005-05 of 29 April 2005 on human trafficking and similar practices criminalizes the prostitution of minors.,,CEDAW/C/SEN/3-7 para. 54,English,French,Violence against women ,  Legislation,"16,743,927",2.75%,"447,563",87,"192,530","-20,000",4.7,19,49%,0.21%,Sub-Saharan Africa,Lower middle income,15.0,7.2017,165,71,43,-,-,-,-
275,275,Senegal,Plan D'action National Pour La Mise En Oeuvre De La Résolution 1325 (2000) Du Conseil De Sécurité Des Nations Unies,2011,Sexual violence,Le Sénégal a adopté le Plan d'Action National pour la mise en oeuvre de la résolution 1325 (2000) du Conseil de Sécurité des Nations Unies an mai 2011.,Plan D'action National Pour La Mise En Oeuvre De La Résolution 1325 (2000) Du Conseil De Sécurité Des Nations Unies,Ministère du Genre,,French,Policies ,  Inclusion of violence against women in other national plan strategy,"16,743,927",2.75%,"447,563",87,"192,530","-20,000",4.7,19,49%,0.21%,Sub-Saharan Africa,Lower middle income,15.0,7.2017,165,71,43,-,-,-,-
276,276,Senegal,Child Protection Unit within the Ministry of the Interior (Special procedures for dealing with child victims of sexual abuse),,Sexual violence,"A child protection unit within the Ministry of the Interior handles cases involving child victims of sexual abuse, taking into account the specific needs and interests of the child. The officers of this unit are given specific training on how to deal with and provide aftercare to minors. Hearings involving child victims of sexual abuse or any other form of violence are held in camera to prevent further trauma and victimization.",,CEDAW/C/SEN/3-7 para. 52,,French,Institutional mechanisms,,"16,743,927",2.75%,"447,563",87,"192,530","-20,000",4.7,19,49%,0.21%,Sub-Saharan Africa,Lower middle income,15.0,7.2017,165,71,43,-,-,-,-
277,277,Senegal,Plan D'action National Pour La Mise En Oeuvre De La Résolution 1325 (2000) Du Conseil De Sécurité Des Nations Unies,2011,Sexual violence,Le Sénégal a adopté le Plan d'Action National pour la mise en oeuvre de la résolution 1325 (2000) du Conseil de Sécurité des Nations Unies an mai 2011.,Plan D'action National Pour La Mise En Oeuvre De La Résolution 1325 (2000) Du Conseil De Sécurité Des Nations Unies,Ministère du Genre,French,French,Policies ,  Inclusion of violence against women in other national plan strategy,"16,743,927",2.75%,"447,563",87,"192,530","-20,000",4.7,19,49%,0.21%,Sub-Saharan Africa,Lower middle income,15.0,7.2017,165,71,43,-,-,-,-
278,278,Mauritius,Advisory Committee on the Reinforcement of Framework for the Protection of Domestic Violence,2014,Domestic violence Intimate partner violence,"In 2014, the Ministry of Gender Equality, Child Development and Family Welfare has set up an Advisory Committee on the Reinforcement of Framework for the Protection of Domestic Violence. The main tasks of the Committee include, inter alia, the review of the Protection from Domestic Act to make it more responsive to the protection and rehabilitation of victims, as well as the prosecution of perpetrators, the development of new policy orientations and the delineation of the effective roles of major stakeholders involved in combating domestic violence.",,"Government of Mauritius, National Review on Beijing +20, 2014 p. 30",English,English/French,"Institutional mechanisms, Monitoring and Evaluation ",  Laws,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
279,279,Mauritius,Domestic Violence Information  System DOVIS,2014,Domestic violence Intimate partner violence,"Acknowledging the importance of indicators to monitor the extent of GBV, a Domestic Violence Information System (DOVIS) is being set up at the Ministry of Gender Equality, Child Development and Family Welfare. The DOVIS is a web-based computer system for registration of reported cases of domestic violence and will allow for data harmonisation, easier record keeping and faster retrieval of information on domestic violence issues. It will be used as a tool to monitor and assess record, as well as generate specific reports on such cases. This complements the existing Gender Statistics periodically released by Statistics Mauritius, the official organisation responsible for collection, compilation, analysis and  dissemination of the official statistical data relating to the economic and social activities of Mauritius.",,"Government of Mauritius, National Review on Beijing +20, 2014 p. 31",English,English/French,Administrative data ,  Justice,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
280,280,Mauritius,The Victim Empowerment and Abuser Rehabilitation Policy,2014,Violence against women and girls,"The Victim Empowerment and Abuser Rehabilitation Policy (VEARP) which was launched in November 2013 has galvanised efforts to denounce gender based violence, sexual abuse and harassment at the worksite. 

The VEARP is a training programme targeting the human resource cadres of both private and public sectors. Potential and existing victims as well as perpetrators of Gender Based Violence can be channelled to appropriate support services.

The Victim Empowerment and Abuser Rehabilitation Policy is a strategic and practical document. It aims at:
1) Making available VEARP services to stakeholders engaged in the fight against gender-based violence so that they may assist effectively both abusers and victims to end the vicious cycle of domestic violence.
2) It is also in line with the objectives of the Ministery of Gender Equality, Child Development and Family Welfare  to harness collective effort in eliminating gender-based violence.
3)It contributes, as well, to set guidelines for both the public and the private sectors in establishing workplace initiatives to fight gender-based violence.

A study commissioned by UNDP on “The Extent, Nature, and Costs of Domestic Violence to the Mauritian Economy” was conducted between 2008 and 2009 by the Mauritius Research Council. The study was released in 2010 and its key objectives were to determine the extent and nature of domestic violence in the country as well as to attempt to put a cost to this social problem. The study revealed that the burden of domestic violence in the Republic of Mauritius costed the economy some Rs. 1.4 billion (US $46,666,667) between 2008 and 2009. The Government subsequently developed the Victim Empowerment and Abuser Rehabilitation Policy, which aimed at empowering the human resource personnel of both the public and private sectors, through capacity building programmes, to detect cases of Gender Based Violence (GBV) and refer both victims and perpetrators to the Family Support Bureaux.",,"Government of Mauritius, National Review on Beijing +20, 2014 p. 29, 31
 
For more information [http://gender.govmu.org/English/Documents/speech/VEARPforwebsite280814.pdf]please click here. ",English,English/French,Institutional mechanisms,,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
281,281,Mauritius,Training of Trainers Programme on the “Development of Effective Police Responses to Violence Against Women”,2011,Violence against women and girls,"Acknowledging the importance of promoting capacity building among personnel to effectively deal with problems related to gender based domestic violence, the Ministry of Gender Equality, Child Development and Family Welfare, with the support from the UNODC facilitated in 2011 a Training of Trainers Programme on the “Development of Effective Police Responses to Violence Against Women”. Police Officers and Family Welfare and Protection Officers (FWPOs) and representatives of other law enforcement agencies were trained on effective law enforcement responses to violence against women in Mauritius. Between 2012 and 2013, Health Personnel followed a Capacity Building Programme organised to end gender-based violence. In 2014, the Ministry of Gender Equality, Child Development and Family Welfare with the support of US Embassy and in collaboration with the US Department of Justice and the Institute for Judicial and Legal Studies implemented a sharing of experience programme on Intra-Family Violence: Children and Other Vulnerable Victims in the Criminal Justice System. Besides strengthening knowledge on different approaches in addressing domestic violence, the programme also provided opportunity for members of the judiciary, police force and local government to learn from experiences in US in handling problems of domestic violence.",,"Government of Mauritius, National Review on Beijing +20, 2014 p. 29",English,English/French,Health ,"  Training, Justice ,  Training, Police ,  Training","1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
282,282,Mauritius,Review of the Protection from Domestic Violence Act,2011,Domestic violence Intimate partner violence,"The Protection from Domestic Violence Act of 1997 was reviewed in 2004, 2007 and 2011 to ensure that all women victims of domestic violence are provided with adequate support and assistance. Applications made under the Protection from Domestic Violence Act are now governed by the Protection from Domestic Violence (Hearing of Applications for Protection, Occupation and Tenancy Orders) Rules.",,"Government of Mauritius, National Review on Beijing +20, 2014 p. 9",English,English/French,Monitoring and Evaluation ,  Laws,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
283,283,Mauritius,Shelters for Victims of Domestic Violence,2009,Domestic violence Intimate partner violence,"There is one shelter run by the National Children's Council, a parastatal body operating under the aegis of the Ministry, which provides temporary accommodation to victims of domestic violence and their children.  The Shelter also caters for children victims of abuse and neglect. The Shelter is serviced by social workers and psychologists to meet the needs of the victims and to provide psychological counseling to enable them to overcome their trauma following problems related to domestic violence.
In addition, there are two shelters run by non-governmental organisations, which provide services for victims of domestic violence.",,"Response of the Government of Mauritius to the questionnaire on violence against women, October 2009",English,English/French,Social services ,"  Shelter Safe accommodation, Monitoring and Evaluation ,  Services","1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
284,284,Mauritius,Family Support Bureaux,2009,Domestic violence Intimate partner violence,"There are six Family Support Bureaux (FSBx) across the island which provide an integrated service to victims of domestic violence.  The FSBx are serviced by Family Welfare & Protection Officers, Family Counselling Officers, Psychologists and Legal Resource Persons to address the problem of domestic violence.",,"Response of the Government of Mauritius to the questionnaire on violence against women, October 2009",English,English/French,Coordinated and or Integrated service delivery ,  Integrated services delivery,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
285,285,Mauritius,Budget Allocation,2008 - 2009,Domestic violence Intimate partner violence,"For the financial year 2008-2009, the allocation to combat domestic violence represented 0.8% of this Ministry of Women's Rights, Child Development and Family Welfare's budget.",,"Response of the Government of Mauritius to the questionnaire on violence against women, October 2009",English,English/French,Budgets ,  Government allocation,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
286,286,Mauritius,Sensitization Talks and Workshops,2008,Domestic violence Intimate partner violence,"Ongoing sensitisation programmes are being conducted in collaboration with non-governmental organisations, community-based organisations and religious bodies to create awareness among the public on the issue of domestic violence and its consequences on children and the family.  Between February to December 2008, 85 talks/workshops were organised and more than 5000 people were sensitised.",,"Response of the Government of Mauritius to the questionnaire on violence against women, October 2009",English,English/French,Prevention ,  Awareness-raising Campaigns,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
287,287,Mauritius,Protection from Domestic Violence (Amendment) Act,2007,Domestic violence Intimate partner violence,"The Protection from Domestic Violence (Amendment) Act 2007 which was passed in the National Assembly on 04 December 2007 introduced the following amendments:-


    an increase in the penalty for the offence of willfully failing to comply with any order made under the Act;
    
    in exceptional cases to order a person who has willfully failed to comply with an order made under the Act, to attend counseling sessions instead of being sentenced; and
    
    an ancillary order under clause 5 to enable an aggrieved spouse and any child of the parties to whom a Protection Order has been granted to apply for alimony.",Protection from Domestic Violence (Amendment) Act,"Response of the Government of Mauritius to the questionnaire on Beijing +15, 2009",English,English/French,Violence against women ,  Legislation,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
288,288,Mauritius,National Action Plan to Combat Domestic Violence,2007,Domestic violence Intimate partner violence,"The National Action Plan to combat domestic violence was launched in November 2007 and contains five strategic objectives:-
(i) improving legislation on domestic violence and strengthening of the justice system and the agencies response;
(ii) appropriate, accessible, timely, coordinated multi-agency responses and support to all victims and children who need it;
(iii) sensitize and change attitudes to prevent domestic violence from happening in the first place;
(iv) promote responsible reporting, advocacy, sensitization and promotion of a forum by media specialists to encourage the comments at large to discuss domestic violence;
(v) undertake research and studies on domestic violence, strengthen capacity building and set up appropriate mechanisms for monitoring and evaluation of the National Action Plan to combat domestic violence for the promotion of family welfare.
In 2007, US$52,000 was allocated by the UNDP to the Ministry for the development of the National Action Plan to Combat Domestic Violence.",,"Response of the Government of Mauritius to the questionnaire on Beijing +15, 2009",English,English/French,Policies ,  National action plan specific to violence against women,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
289,289,Mauritius,Domestic Violence (Amendment) Act,2004,Domestic violence Intimate partner violence,"Amendment to Protection from Domestic Violence Act
In 2004, amendments were brought to the Protection from Domestic Violence Act 1997 to provide for the following:
(a) Cases of domestic violence committed by any person living under the same roof;
(b) The period for the service of notice on the respondent spouse to appear before the court was extended to 14 days; and 
(c) Provision of counselling with the consent of the parties concerned.",Domestic Violence (Amendment) Act,CEDAW/C/MAR/Q/5/Add.1 pp. 7 and 8,English,English/French,Violence against women ,  Legislation,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
290,290,Mauritius,Family Welfare and Protection Unit,2003,Domestic violence Intimate partner violence,"The Family Welfare and Protection Unit (FWPU) was established in July 2003 to implement policies and programmes in favour of families and to enforce the Protection from Domestic Violence Act. The Unit operates through a network of six regional offices known as Family Support Bureaux, which provide family, psychological counselling and legal advice services as well as assistance to adults and children victims of domestic violence and abuse, in a holistic manner.
The Family Welfare and Protection Unit of the Ministry has set up 5 Zero Tolerance Clubs in different regions to sensitise men and boys on Gender Based Violence and involve them in activities to address the issue.
Family Welfare & Protection Officers assist victims of domestic violence in the application and court processes associated with Protection Orders",,"Response of the Government of Mauritius to the questionnaire on Beijing +15, 2009",English,English/French,Institutional mechanisms,,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
291,291,Mauritius,Collaboration between Ministry of Health and Hospitals in Order to Provide Services,2002,Sexual violence,"The Ministry of Health collaborates with two hospitals where victims of domestic violence victims admitted to hospitals are referred to the Ministry for follow up either for protection orders and/or counseling services. Two Sexual Assault Wards have also been set up at hospital level since 2002 to assist victims of sexual abuse through a fast track approach which include services of a Psychologist, Police Officer (for statement purposes) and Medical Social Workers.",,"Response of the Government of Mauritius to the questionnaire on Beijing +15, 2009",English,English/French,Health ,  Protocols and guidelines,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
292,292,Mauritius,Statistics on Domestic Violence,1997 - 2006,Domestic violence Intimate partner violence,"Data collected by the Domestic Violence Intervention Unit of the Ministry of Women's Rights, Child Development is available from 1997-2006.",Statistics on Domestic Violence,CEDAW/C/MAR/3-5 p. 77,English,English/French,Research and statistical data ,  Other research and statistical data,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
293,293,Mauritius,Protection from Domestic Violence Act,1997,Domestic violence Intimate partner violence,"In 1997, the Protection from Domestic Violence Act (PDVA) was introduced to protect spouses from domestic violence by applying for protection orders, occupation orders and tenancy orders. The PDVA was consequently amended in 2004, 2007 and 2011, so as to better assist, provide more protection to victims of domestic violence and strengthen the enforcement mechanism of the Act.

Under the PDVA, a breach of any order amounts to a criminal offence. Penalties for failure to comply with Court Orders have increased over the years, especially for recurring cases.
NOTE: the Protection from Domestic Violence Act (1997) was amended by the Protection from Domestic Violence (Amendment) Act (2004).
Under Subsection (2), ""Domestic violence"" according to the Protection from Domestic Violence Act: includes any act committed by a person against his spouse or a child of his spouse -
(a) wilfully causing or attempting to cause physical injury;
(b) wilfully or knowingly placing or attempting to place the spouse in fear of physical injury to himself or to one of his children;
(c) intimidation, harassment, ill-treatment, brutality or cruelty;
(d) compelling the spouse by force or threat to engage in any conduct or act, sexual or otherwise, from which the spouse has a right to abstain;
(e) confining or detaining the spouse against his will;
(f) harming a child or a spouse;
(g) causing or attempting to cause damage to the spouse's property

The Act affords protection to a ""spouse"" meaning either of a man and a woman who:
(a) are or have been civilly or religiously married to each other;
(b) are living or have lived together as husband and wife; and
(c) whether they have ever lived together or not, are the parent of a common child;
Therefore, the Act only applies to couples who are married either religiously or civilly.

The Act provides for the issue of:
- Protection orders, which have the effect of restraining the a spouse from engaging in any conduct which may constitute an act of domestic violence
- Occupation orders, which grant an exclusive right to the victim of domestic violence to live in the residence belonging to the aggrieved spouse, the respondent spouse or both of them
- Tenancy orders, which have the effect of vesting in the aggrieved spouse the tenancy of the residence.",,"Government of Mauritius, National Review on Beijing +20, 2014 p. 27


CEDAW/C/MAR/3-5 pp. 20-21",English,English/French,Violence against women ,  Legislation,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
294,294,Mauritius,Police Family Protection Unit,1994,Domestic violence Intimate partner violence,"The Police Family Protection Unit (PFPU) was established in September 1994 with the aim of providing specific services to a category of people who are termed vulnerable within society, including victims/survivors of domestic violence, child abuse, elderly abuse, family conflict, and conflict amonst neighbours.",,"Response of the Government of Mauritius to the questionnaire on Beijing +15, 2009",English,English/French,Police ,  Protocols and guidelines,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
295,295,Mauritius,Family Support Bureaux FSBx,,Domestic violence Intimate partner violence,"The Ministry of Gender Equality, Child Development and Family Welfare operates six Family Support Bureaux (FSBx) around the island and provide amongst others counselling, legal advice, court assistance, placement and referral to victims of domestic violence. These are supported by the Police Family Protection Unit (PFPU) in 9 regions of Mauritius and the “Brigade Pour la Protection des Mineurs” (BPM). The PFPU aims at providing specific services to juveniles and other vulnerable members of the society. The BPM has been set up after the promulgation of the Ombudsperson for Children Act of 2003 to focus on the protection of the child and to act as a watchdog against child abuse.",,"Government of Mauritius, National Review on Beijing +20, 2014 p. 28
 
For more information [http://gender.govmu.org/English/Pages/Units/Family-Welfare-and-Protection-Unit.aspx]please click here. ",English,English/French,Coordinated and or Integrated service delivery ,"  Integrated services delivery, Coordinated and or Integrated service delivery ,  One-stop centers","1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
